Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming
@vlogtkimalaysia5077,Memang sulit untuk menerima kekalahan itu.,memang sulit untuk menerima kekalahan itu,"['memang', 'sulit', 'untuk', 'menerima', 'kekalahan', 'itu']","['sulit', 'menerima', 'kekalahan']",sulit terima kalah
@firza12bunga2,"BANTENG NYUNGSEB ....MASIH INGAT KATA MEGAWATI DI DEPAN KADERNYA...PK JOKOWI ITU,HLO... KASIAN KALO TANPA PDI... SEKARANG DI BALIK, PDI KASIAN TANPA JOKOWI...😂😂😂 NYUNGSEP",banteng nyungseb masih ingat kata megawati di depan kadernya pakai jokowi ituhlo kasihan kalau tanpa pdi sekarang di balik pdi kasihan tanpa jokowi nyungsep,"['banteng', 'nyungseb', 'masih', 'ingat', 'kata', 'megawati', 'di', 'depan', 'kadernya', 'pakai', 'jokowi', 'ituhlo', 'kasihan', 'kalau', 'tanpa', 'pdi', 'sekarang', 'di', 'balik', 'pdi', 'kasihan', 'tanpa', 'jokowi', 'nyungsep']","['banteng', 'nyungseb', 'megawati', 'kadernya', 'pakai', 'jokowi', 'ituhlo', 'kasihan', 'pdi', 'pdi', 'kasihan', 'jokowi', 'nyungsep']",banteng nyungseb megawati kader pakai jokowi ituhlo kasihan pdi pdi kasihan jokowi nyungsep
@ElviRahmi-tv4zc,Alhamdulillah 🤲<br>semoga Prabowo Subianto presiden Indonesia 🤲,alhamdulillah semoga prabowo subianto presiden indonesia,"['alhamdulillah', 'semoga', 'prabowo', 'subianto', 'presiden', 'indonesia']","['alhamdulillah', 'semoga', 'prabowo', 'subianto', 'presiden', 'indonesia']",alhamdulillah moga prabowo subianto presiden indonesia
@sakdermo4028,Jaga tps dan kotak suara dilapangan kawal sampai tk pusat kerena kemungkinan kecurangan bisa terjadi.,jaga tps dan kotak suara dilapangan kawal sampai tak pusat kerena kemungkinan kecurangan bisa terjadi,"['jaga', 'tps', 'dan', 'kotak', 'suara', 'dilapangan', 'kawal', 'sampai', 'tak', 'pusat', 'kerena', 'kemungkinan', 'kecurangan', 'bisa', 'terjadi']","['jaga', 'tps', 'kotak', 'suara', 'dilapangan', 'kawal', 'pusat', 'kerena', 'kecurangan']",jaga tps kotak suara lapang kawal pusat rena curang
@lisasasmiati761,Nggak ada kecurangan di TPS kami 😎👌,tidak ada kecurangan di tps kami,"['tidak', 'ada', 'kecurangan', 'di', 'tps', 'kami']","['kecurangan', 'tps']",curang tps
@yunisalfaris2656,Kata maaf nya sudah di jawab oleh masyarakat Indonesia pak<br>Dgn cara menghukum calon bpk dgn cara masyarakat sendiri<br>Dgn memenangkan PRAGIB 1 satu putaran ✌✌✌✌,kata maaf ya sudah di jawab oleh masyarakat indonesia pakdgn cara menghukum calon bpk dengan cara masyarakat sendiridgn memenangkan pragib satu putaran,"['kata', 'maaf', 'ya', 'sudah', 'di', 'jawab', 'oleh', 'masyarakat', 'indonesia', 'pakdgn', 'cara', 'menghukum', 'calon', 'bpk', 'dengan', 'cara', 'masyarakat', 'sendiridgn', 'memenangkan', 'pragib', 'satu', 'putaran']","['maaf', 'masyarakat', 'indonesia', 'pakdgn', 'menghukum', 'calon', 'bpk', 'masyarakat', 'sendiridgn', 'memenangkan', 'pragib', 'putaran']",maaf masyarakat indonesia pakdgn hukum calon bpk masyarakat sendiridgn menang pragib putar
@FirzaNatasya,"Selamat atas kemenanganmu pak.<br>Saya sangat kagum dgn kesabaranmu ,<br>Semoga negara ini menjadi negara yg makmur damai aman dan sejahtera dlm segi ekonomi lapangan pekerjaan di perbanyak.",selamat atas kemenanganmu pak saya sangat kagum dengan kesabaranmu semoga negara ini menjadi negara yang makmur damai aman dan sejahtera dalam segi ekonomi lapangan pekerjaan di perbanyak,"['selamat', 'atas', 'kemenanganmu', 'pak', 'saya', 'sangat', 'kagum', 'dengan', 'kesabaranmu', 'semoga', 'negara', 'ini', 'menjadi', 'negara', 'yang', 'makmur', 'damai', 'aman', 'dan', 'sejahtera', 'dalam', 'segi', 'ekonomi', 'lapangan', 'pekerjaan', 'di', 'perbanyak']","['selamat', 'kemenanganmu', 'kagum', 'kesabaranmu', 'semoga', 'negara', 'negara', 'makmur', 'damai', 'aman', 'sejahtera', 'segi', 'ekonomi', 'lapangan', 'pekerjaan', 'perbanyak']",selamat menang kagum sabar moga negara negara makmur damai aman sejahtera segi ekonomi lapang kerja banyak
@RidwanDama-ry3sp,Ini kemauan rakyat untuk satu putaran ternyata terbukti menang 02 yang menang,ini kemauan rakyat untuk satu putaran ternyata terbukti menang yang menang,"['ini', 'kemauan', 'rakyat', 'untuk', 'satu', 'putaran', 'ternyata', 'terbukti', 'menang', 'yang', 'menang']","['kemauan', 'rakyat', 'putaran', 'terbukti', 'menang', 'menang']",mau rakyat putar bukti menang menang
@satriagaming6891,Kenapa...ya...dari dulu..cerita tidak jujur..pilpres...kalau curiga dicurangi...bikin aja negara sendiri...tidak usah ada pemilihan...umum..oleh rakyat...Ter lalu konyol..negara ini..,kenapa ya dari dulu cerita tidak jujur pilpres kalau curiga dicurangi bikin saja negara sendiri tidak usah ada pemilihan umum oleh rakyat ter lalu konyol negara ini,"['kenapa', 'ya', 'dari', 'dulu', 'cerita', 'tidak', 'jujur', 'pilpres', 'kalau', 'curiga', 'dicurangi', 'bikin', 'saja', 'negara', 'sendiri', 'tidak', 'usah', 'ada', 'pemilihan', 'umum', 'oleh', 'rakyat', 'ter', 'lalu', 'konyol', 'negara', 'ini']","['cerita', 'jujur', 'pilpres', 'curiga', 'dicurangi', 'bikin', 'negara', 'pemilihan', 'rakyat', 'ter', 'konyol', 'negara']",cerita jujur pilpres curiga curang bikin negara pilih rakyat ter konyol negara
@WidodoBudi,Kayaknya gara-gara Ahok sempat ngomong Jokowi gak bisa kerja,kayaknya garagara ahok sempat mengomong jokowi tidak bisa kerja,"['kayaknya', 'garagara', 'ahok', 'sempat', 'mengomong', 'jokowi', 'tidak', 'bisa', 'kerja']","['kayaknya', 'garagara', 'ahok', 'mengomong', 'jokowi', 'kerja']",kayak garagara ahok omong jokowi kerja
@RayyankaBeats,"Kira2 capres no 1 bakalan diangkat jadi mentri kaga ya✌, terus nilainya berapa ya yg cocok🤭",capres no bakalan diangkat jadi mentri kagak ya terus nilainya berapa ya yang cocok,"['capres', 'no', 'bakalan', 'diangkat', 'jadi', 'mentri', 'kagak', 'ya', 'terus', 'nilainya', 'berapa', 'ya', 'yang', 'cocok']","['capres', 'no', 'diangkat', 'mentri', 'kagak', 'nilainya', 'cocok']",capres no angkat tri kagak nilai cocok
@nadziranurmaulida-cj6uq,di kampung saya no1 dapat suara=67<br>no dua dapat =720<br>no tiga dapat 36 <br>jadi udah jelas rakyat pilih yang mana kalo udah kalah ya kalah saya  jangan bayak ngomong 😆😆,di kampung saya no1 dapat suara67no dua dapat 720no tiga dapat jadi sudah jelas rakyat pilih yang mana kalau sudah kalah ya kalah saya jangan bayak mengomong,"['di', 'kampung', 'saya', 'no1', 'dapat', 'suara67no', 'dua', 'dapat', '720no', 'tiga', 'dapat', 'jadi', 'sudah', 'jelas', 'rakyat', 'pilih', 'yang', 'mana', 'kalau', 'sudah', 'kalah', 'ya', 'kalah', 'saya', 'jangan', 'bayak', 'mengomong']","['kampung', 'no1', 'suara67no', '720no', 'rakyat', 'pilih', 'kalah', 'kalah', 'bayak', 'mengomong']",kampung no1 suara67no 720no rakyat pilih kalah kalah bayak omong
@rezekifaradiana1366,Alhamdullilah Bapak prabowo gibran menang,alhamdullilah bapak prabowo gibran menang,"['alhamdullilah', 'bapak', 'prabowo', 'gibran', 'menang']","['alhamdullilah', 'prabowo', 'gibran', 'menang']",alhamdullilah prabowo gibran menang
@sakdermo4028,"Quick Cuont menjadi penggiringan opini, sedangkan Real Cuont blm selesai Quick Cuont harusnya dilakukan sesudah Real Cuont sebagai control data agar masarakat tdk resah.",quick cuont menjadi penggiringan opini sedangkan real cuont belum selesai quick cuont harusnya dilakukan sesudah real cuont sebagai control data agar masarakat tidak resah,"['quick', 'cuont', 'menjadi', 'penggiringan', 'opini', 'sedangkan', 'real', 'cuont', 'belum', 'selesai', 'quick', 'cuont', 'harusnya', 'dilakukan', 'sesudah', 'real', 'cuont', 'sebagai', 'control', 'data', 'agar', 'masarakat', 'tidak', 'resah']","['quick', 'cuont', 'penggiringan', 'opini', 'real', 'cuont', 'selesai', 'quick', 'cuont', 'real', 'cuont', 'control', 'data', 'masarakat', 'resah']",quick cuont giring opini real cuont selesai quick cuont real cuont control data masarakat resah
@junaidirafli7405,Rakyat Indonesia  umum nya asal ceplos saja gk mengerti tujuan  memilih pemimpin  yg bisa merobah sistem jadul ke sistem maju  gampang di bodohi  utk memilih apa boleh buat  bongok sih,rakyat indonesia umum ya asal ceplos saja tidak mengerti tujuan memilih pemimpin yang bisa merobah sistem jadul ke sistem maju gampang di bodohi untuk memilih apa boleh buat bongok sih,"['rakyat', 'indonesia', 'umum', 'ya', 'asal', 'ceplos', 'saja', 'tidak', 'mengerti', 'tujuan', 'memilih', 'pemimpin', 'yang', 'bisa', 'merobah', 'sistem', 'jadul', 'ke', 'sistem', 'maju', 'gampang', 'di', 'bodohi', 'untuk', 'memilih', 'apa', 'boleh', 'buat', 'bongok', 'sih']","['rakyat', 'indonesia', 'ceplos', 'mengerti', 'tujuan', 'memilih', 'pemimpin', 'merobah', 'sistem', 'jadul', 'sistem', 'maju', 'gampang', 'bodohi', 'memilih', 'bongok', 'sih']",rakyat indonesia ceplos erti tuju pilih pimpin merobah sistem jadul sistem maju gampang bodoh pilih bongok sih
@APELLUE,Siap&quot; makan daging onta ama banteng😂,siap makan daging onta sama banteng,"['siap', 'makan', 'daging', 'onta', 'sama', 'banteng']","['makan', 'daging', 'onta', 'banteng']",makan daging onta banteng
@deborapurba3270,Selalu yang kalah gak menerima,selalu yang kalah tidak menerima,"['selalu', 'yang', 'kalah', 'tidak', 'menerima']","['kalah', 'menerima']",kalah terima
@mbahmisirah7617,Manusia tanpa adanya Alloh SWT . Manusia bukan siapa siapa dan tidak akan jadi apa apa. Maka dari itu siapapun yg jadi pemimpin Negara mungkin sudah kehendak Alloh SWT mungkin juga sudah pilihan Alloh SWT. Manusia hanya bisa berusaha semua itu yg menentukan hanya lah Alloh SWT. Manusia tidak bisa melawan takdir dan kehendak Alloh SWT. Yg penting kita tetap menjaga persatuan dan kesatuan  kerukunan dan kedamaian.,manusia tanpa adanya allah swt manusia bukan siapa siapa dan tidak akan jadi apa apa maka dari itu siapapun yang jadi pemimpin negara mungkin sudah kehendak allah swt mungkin juga sudah pilihan allah swt manusia hanya bisa berusaha semua itu yang menentukan hanya lah allah swt manusia tidak bisa melawan takdir dan kehendak allah swt yang penting kita tetap menjaga persatuan dan kesatuan kerukunan dan kedamaian,"['manusia', 'tanpa', 'adanya', 'allah', 'swt', 'manusia', 'bukan', 'siapa', 'siapa', 'dan', 'tidak', 'akan', 'jadi', 'apa', 'apa', 'maka', 'dari', 'itu', 'siapapun', 'yang', 'jadi', 'pemimpin', 'negara', 'mungkin', 'sudah', 'kehendak', 'allah', 'swt', 'mungkin', 'juga', 'sudah', 'pilihan', 'allah', 'swt', 'manusia', 'hanya', 'bisa', 'berusaha', 'semua', 'itu', 'yang', 'menentukan', 'hanya', 'lah', 'allah', 'swt', 'manusia', 'tidak', 'bisa', 'melawan', 'takdir', 'dan', 'kehendak', 'allah', 'swt', 'yang', 'penting', 'kita', 'tetap', 'menjaga', 'persatuan', 'dan', 'kesatuan', 'kerukunan', 'dan', 'kedamaian']","['manusia', 'allah', 'swt', 'manusia', 'pemimpin', 'negara', 'kehendak', 'allah', 'swt', 'pilihan', 'allah', 'swt', 'manusia', 'berusaha', 'menentukan', 'allah', 'swt', 'manusia', 'melawan', 'takdir', 'kehendak', 'allah', 'swt', 'menjaga', 'persatuan', 'kesatuan', 'kerukunan', 'kedamaian']",manusia allah swt manusia pimpin negara hendak allah swt pilih allah swt manusia usaha tentu allah swt manusia lawan takdir hendak allah swt jaga satu satu rukun damai
@yusufwaker_men3637,Itu banyak bohong nya,itu banyak bohong ya,"['itu', 'banyak', 'bohong', 'ya']",['bohong'],bohong
@TonoNgebel,Demokrasi harus jalan normal dgn baik  siapapun yg jadi presiden harus di hi ormati langkah selanjut nya Anis harus di adili kasus koropsi nya,demokrasi harus jalan normal dengan baik siapapun yang jadi presiden harus di hi ormati langkah selanjut ya anis harus di adili kasus koropsi ya,"['demokrasi', 'harus', 'jalan', 'normal', 'dengan', 'baik', 'siapapun', 'yang', 'jadi', 'presiden', 'harus', 'di', 'hi', 'ormati', 'langkah', 'selanjut', 'ya', 'anis', 'harus', 'di', 'adili', 'kasus', 'koropsi', 'ya']","['demokrasi', 'jalan', 'normal', 'presiden', 'hi', 'ormati', 'langkah', 'selanjut', 'anis', 'adili', 'koropsi']",demokrasi jalan normal presiden hi ormati langkah lanjut anis adil koropsi
@imam.subadi2126,Untuk Kalimantan sepertinya tdk ada kecurangan yg pasti o1 dan 03 biunder yg Amin ikn tidak di teruskan uangnya untuk membangun 14 kota sejajar JKT itu kerjaan mimpi terus Ganjar Mahfud MD banyak blunder sekarang rakyat Indonesia sangat menghormati Jokowi kebijakannya sehingga disegani di dlm maupun di luar negeri frop makfut mudah tersinggung seperti pembangunan Indonesia timur dan Debat sama Gibran  makanya pemilih banyak partainya PDIP PKS dll pilihannya tapi presidenya tetap Gibran dan Prabowo Subianto itu menunjukan pengaruh Jokowi sangat kuatnya tks,untuk kalimantan sepertinya tidak ada kecurangan yang pasti o1 dan biunder yang amin ikn tidak di teruskan uangnya untuk membangun kota sejajar jakarta itu pekerjaan mimpi terus ganjar mahfud md banyak blunder sekarang rakyat indonesia sangat menghormati jokowi kebijakannya sehingga disegani di dalam maupun di luar negeri frop makfut mudah tersinggung seperti pembangunan indonesia timur dan debat sama gibran makanya pemilih banyak partainya pdip pks dll pilihannya tapi presidenya tetap gibran dan prabowo subianto itu menunjukan pengaruh jokowi sangat kuatnya tks,"['untuk', 'kalimantan', 'sepertinya', 'tidak', 'ada', 'kecurangan', 'yang', 'pasti', 'o1', 'dan', 'biunder', 'yang', 'amin', 'ikn', 'tidak', 'di', 'teruskan', 'uangnya', 'untuk', 'membangun', 'kota', 'sejajar', 'jakarta', 'itu', 'pekerjaan', 'mimpi', 'terus', 'ganjar', 'mahfud', 'md', 'banyak', 'blunder', 'sekarang', 'rakyat', 'indonesia', 'sangat', 'menghormati', 'jokowi', 'kebijakannya', 'sehingga', 'disegani', 'di', 'dalam', 'maupun', 'di', 'luar', 'negeri', 'frop', 'makfut', 'mudah', 'tersinggung', 'seperti', 'pembangunan', 'indonesia', 'timur', 'dan', 'debat', 'sama', 'gibran', 'makanya', 'pemilih', 'banyak', 'partainya', 'pdip', 'pks', 'dll', 'pilihannya', 'tapi', 'presidenya', 'tetap', 'gibran', 'dan', 'prabowo', 'subianto', 'itu', 'menunjukan', 'pengaruh', 'jokowi', 'sangat', 'kuatnya', 'tks']","['kalimantan', 'kecurangan', 'o1', 'biunder', 'amin', 'ikn', 'teruskan', 'uangnya', 'membangun', 'kota', 'sejajar', 'jakarta', 'pekerjaan', 'mimpi', 'ganjar', 'mahfud', 'md', 'blunder', 'rakyat', 'indonesia', 'menghormati', 'jokowi', 'kebijakannya', 'disegani', 'negeri', 'frop', 'makfut', 'mudah', 'tersinggung', 'pembangunan', 'indonesia', 'timur', 'debat', 'gibran', 'pemilih', 'partainya', 'pdip', 'pks', 'dll', 'pilihannya', 'presidenya', 'gibran', 'prabowo', 'subianto', 'menunjukan', 'pengaruh', 'jokowi', 'kuatnya', 'tks']",kalimantan curang o1 biunder amin ikn terus uang bangun kota sejajar jakarta kerja mimpi ganjar mahfud md blunder rakyat indonesia hormat jokowi bijak segani negeri frop makfut mudah singgung bangun indonesia timur debat gibran pilih partai pdip pks dll pilih presidenya gibran prabowo subianto tunjuk pengaruh jokowi kuat tks
@NurAnbiya-h6e,Hebat sekali yahh kpu dan antek anteknya mengatur semua<br>Canggih.. Tapi ketahuan,hebat sekali ya kpu dan antek anteknya mengatur semuacanggih tapi ketahuan,"['hebat', 'sekali', 'ya', 'kpu', 'dan', 'antek', 'anteknya', 'mengatur', 'semuacanggih', 'tapi', 'ketahuan']","['hebat', 'kpu', 'antek', 'anteknya', 'mengatur', 'semuacanggih', 'ketahuan']",hebat kpu antek antek atur semuacanggih tahu
@MegaData-j3f,"Pilihan rakyat,Riel hati nurani rakyat pak.buksn karena banson,bukan karena bantuan,,bapak yang ga demokrasi,itu rakyat yang milih,satu putaran selese,",pilihan rakyatriel hati nurani rakyat pak buksn karena bansonbukan karena bantuanbapak yang tidak demokrasiitu rakyat yang milihsatu putaran selese,"['pilihan', 'rakyatriel', 'hati', 'nurani', 'rakyat', 'pak', 'buksn', 'karena', 'bansonbukan', 'karena', 'bantuanbapak', 'yang', 'tidak', 'demokrasiitu', 'rakyat', 'yang', 'milihsatu', 'putaran', 'selese']","['pilihan', 'rakyatriel', 'hati', 'nurani', 'rakyat', 'buksn', 'bansonbukan', 'bantuanbapak', 'demokrasiitu', 'rakyat', 'milihsatu', 'putaran', 'selese']",pilih rakyatriel hati nurani rakyat buksn bansonbukan bantuanbapak demokrasiitu rakyat milihsatu putar selese
@MileaZie,Si surya msh blm nerima kekalahan.. Bangke,sih surya masih belum menerima kekalahan bangkai,"['sih', 'surya', 'masih', 'belum', 'menerima', 'kekalahan', 'bangkai']","['sih', 'surya', 'menerima', 'kekalahan', 'bangkai']",sih surya terima kalah bangkai
@imadesutapaspd4260,"Pasukan sakit hati dan kalah lagi,akan mencari berbagai macam alasan dan tuduhan dari berbagai sudut.",pasukan sakit hati dan kalah lagiakan mencari berbagai macam alasan dan tuduhan dari berbagai sudut,"['pasukan', 'sakit', 'hati', 'dan', 'kalah', 'lagiakan', 'mencari', 'berbagai', 'macam', 'alasan', 'dan', 'tuduhan', 'dari', 'berbagai', 'sudut']","['pasukan', 'sakit', 'hati', 'kalah', 'lagiakan', 'mencari', 'alasan', 'tuduhan', 'sudut']",pasu sakit hati kalah lagiakan cari alas tuduh sudut
@khanafiahmad3729,tidak ada yang berpihakk rayak memang sdah pandai kokkk,tidak ada yang berpihakk rayak memang sudah pandai kok,"['tidak', 'ada', 'yang', 'berpihakk', 'rayak', 'memang', 'sudah', 'pandai', 'kok']","['berpihakk', 'rayak', 'pandai']",berpihakk rayak pandai
@Ritzmizarismail,Mohon Maaf pa jg resahkan Masyarakat jg bohongi kami,mohon maaf apa juga resahkan masyarakat juga bohongi kami,"['mohon', 'maaf', 'apa', 'juga', 'resahkan', 'masyarakat', 'juga', 'bohongi', 'kami']","['mohon', 'maaf', 'resahkan', 'masyarakat', 'bohongi']",mohon maaf resah masyarakat bohong
@MaiMunah-nn2ch,Klu kalah tu wajar nggak usah abcd yg jelas 02 da menang sebagai rakyat kecil bahagia Prabowo Gibran menang satu putaran,kalau kalah itu wajar tidak usah abcd yang jelas dah menang sebagai rakyat kecil bahagia prabowo gibran menang satu putaran,"['kalau', 'kalah', 'itu', 'wajar', 'tidak', 'usah', 'abcd', 'yang', 'jelas', 'dah', 'menang', 'sebagai', 'rakyat', 'kecil', 'bahagia', 'prabowo', 'gibran', 'menang', 'satu', 'putaran']","['kalah', 'wajar', 'abcd', 'dah', 'menang', 'rakyat', 'bahagia', 'prabowo', 'gibran', 'menang', 'putaran']",kalah wajar abcd dah menang rakyat bahagia prabowo gibran menang putar
@BumiSejahtera,Kami siap menagih janji dan mengkritisi kebijakan yang tidak pro pada rakyat,kami siap menagih janji dan mengkritisi kebijakan yang tidak pro pada rakyat,"['kami', 'siap', 'menagih', 'janji', 'dan', 'mengkritisi', 'kebijakan', 'yang', 'tidak', 'pro', 'pada', 'rakyat']","['menagih', 'janji', 'mengkritisi', 'kebijakan', 'pro', 'rakyat']",tagih janji kritisi bijak pro rakyat
@SitiAminah-p9s,Alkhamdulillaah...,alkhamdulillaah,['alkhamdulillaah'],['alkhamdulillaah'],alkhamdulillaah
@mbahmbah352,Namanya juga politik.... Jangan bilang curang.... Kalian juga lebih dari itu.... Selamat  jendral....,namanya juga politik jangan bilang curang kalian juga lebih dari itu selamat jenderal,"['namanya', 'juga', 'politik', 'jangan', 'bilang', 'curang', 'kalian', 'juga', 'lebih', 'dari', 'itu', 'selamat', 'jenderal']","['namanya', 'politik', 'bilang', 'curang', 'selamat', 'jenderal']",nama politik bilang curang selamat jenderal
@khanafiahmad3729,sudahh adill kokkk di bwah gak ada kecurangan,sudahh adill kok di bwah tidak ada kecurangan,"['sudahh', 'adill', 'kok', 'di', 'bwah', 'tidak', 'ada', 'kecurangan']","['sudahh', 'adill', 'bwah', 'kecurangan']",sudahh adill bwah curang
@zulfikarali9606,Medya kaco,medya kaco,"['medya', 'kaco']","['medya', 'kaco']",medya kaco
@khanafiahmad3729,RAYAT LOH SUDAHH MILIHH ngapain lagi,rayat loh sudahh milihh mengapai lagi,"['rayat', 'loh', 'sudahh', 'milihh', 'mengapai', 'lagi']","['rayat', 'loh', 'sudahh', 'milihh', 'mengapai']",rayat loh sudahh milihh kapai
@JakaUmbara,Itu mah bahasa klise  kalsu kalah nerteriak <br>C u r a n g ...!!?,itu mah bahasa klise kalsu kalah nerteriak sih lu r a n tidak,"['itu', 'mah', 'bahasa', 'klise', 'kalsu', 'kalah', 'nerteriak', 'sih', 'lu', 'r', 'a', 'n', 'tidak']","['mah', 'bahasa', 'klise', 'kalsu', 'kalah', 'nerteriak', 'sih', 'lu', 'r', 'a', 'n']",mah bahasa klise kalsu kalah nerteriak sih lu r a n
@AlvaroDevanometboki,Kubu Anis pasti bilang orang cerdas pilih Anis tapi sayang orang cerdasnya dikit bangat😂😂😂😂,kubu anis pasti bilang orang cerdas pilih anis tapi sayang orang cerdasnya dikit banget,"['kubu', 'anis', 'pasti', 'bilang', 'orang', 'cerdas', 'pilih', 'anis', 'tapi', 'sayang', 'orang', 'cerdasnya', 'dikit', 'banget']","['kubu', 'anis', 'bilang', 'orang', 'cerdas', 'pilih', 'anis', 'sayang', 'orang', 'cerdasnya', 'dikit', 'banget']",kubu anis bilang orang cerdas pilih anis sayang orang cerdas dikit banget
@yusdinopariansyah1005,Yg banyak kecurangan capres 03 di luar negri banyak tercoblos duluan,yang banyak kecurangan capres di luar negeri banyak tercoblos duluan,"['yang', 'banyak', 'kecurangan', 'capres', 'di', 'luar', 'negeri', 'banyak', 'tercoblos', 'duluan']","['kecurangan', 'capres', 'negeri', 'tercoblos', 'duluan']",curang capres negeri coblos duluan
@JakaUmbara,Untuk team 03 dan para pendukungnya  <br>Saya atas nama team pendukung 02 mengaka kepada snda2 semua untuk besatu bersama2 untuk indonesia maju  tak ada masalah diantara kita  TAPI untuk mereka 01 dan pedukungnya  Sorry yee  tidak ada maaf  bagimu 😅😅Silahkan Nangis berjamaah 😅😅,untuk team dan para pendukungnya saya atas nama team pendukung mengaka kepada snda2 semua untuk besatu bersama2 untuk indonesia maju tak ada masalah diantara kita tapi untuk mereka dan pedukungnya sorry ya tidak ada maaf bagimu silakan menangis berjamaah,"['untuk', 'team', 'dan', 'para', 'pendukungnya', 'saya', 'atas', 'nama', 'team', 'pendukung', 'mengaka', 'kepada', 'snda2', 'semua', 'untuk', 'besatu', 'bersama2', 'untuk', 'indonesia', 'maju', 'tak', 'ada', 'masalah', 'diantara', 'kita', 'tapi', 'untuk', 'mereka', 'dan', 'pedukungnya', 'sorry', 'ya', 'tidak', 'ada', 'maaf', 'bagimu', 'silakan', 'menangis', 'berjamaah']","['team', 'pendukungnya', 'nama', 'team', 'pendukung', 'mengaka', 'snda2', 'besatu', 'bersama2', 'indonesia', 'maju', 'pedukungnya', 'sorry', 'maaf', 'bagimu', 'silakan', 'menangis', 'berjamaah']",team dukung nama team dukung mengaka snda2 besatu bersama2 indonesia maju dukung sorry maaf bagi sila menang jamaah
@rosisida2092,Bapak Prabowo slalu sehat. Alhamdulillahi robbil &#39;alamin.,bapak prabowo selalu sehat alhamdulillahi robbil alamin,"['bapak', 'prabowo', 'selalu', 'sehat', 'alhamdulillahi', 'robbil', 'alamin']","['prabowo', 'sehat', 'alhamdulillahi', 'robbil', 'alamin']",prabowo sehat alhamdulillah robbil alamin
@TonoNgebel,Mantap 02 di desa di ku pupus ngebel Ponorogo Jatim satu desa PK gemoy praroro  739 suara si jangkar 320  si manis 84 gak lawan,mantap di desa di ku pupus ngebel ponorogo jatim satu desa pakai gemoy praroro suara sih jangkar sih manis tidak lawan,"['mantap', 'di', 'desa', 'di', 'ku', 'pupus', 'ngebel', 'ponorogo', 'jatim', 'satu', 'desa', 'pakai', 'gemoy', 'praroro', 'suara', 'sih', 'jangkar', 'sih', 'manis', 'tidak', 'lawan']","['mantap', 'desa', 'ku', 'pupus', 'ngebel', 'ponorogo', 'jatim', 'desa', 'pakai', 'gemoy', 'praroro', 'suara', 'sih', 'jangkar', 'sih', 'manis', 'lawan']",mantap desa ku pupus ngebel ponorogo jatim desa pakai gemoy praroro suara sih jangkar sih manis lawan
@mbahmisirah7617,Siapapun yg jadi pemimpin Untuk Negara ini berjuwang untuk Negara dan untuk seluruh rakyat Indonesia. Harus kita dukung kita doakan semoga benar benar amanah dan benar benar bisa menegakkan kebenaran kejujuran keadilan kemakmuran demi kebaikan dan kesejahteraan untuk seluruh rakyat Indonesia.,siapapun yang jadi pemimpin untuk negara ini berjuwang untuk negara dan untuk seluruh rakyat indonesia harus kita dukung kita doakan semoga benar benar amanah dan benar benar bisa menegakkan kebenaran kejujuran keadilan kemakmuran demi kebaikan dan kesejahteraan untuk seluruh rakyat indonesia,"['siapapun', 'yang', 'jadi', 'pemimpin', 'untuk', 'negara', 'ini', 'berjuwang', 'untuk', 'negara', 'dan', 'untuk', 'seluruh', 'rakyat', 'indonesia', 'harus', 'kita', 'dukung', 'kita', 'doakan', 'semoga', 'benar', 'benar', 'amanah', 'dan', 'benar', 'benar', 'bisa', 'menegakkan', 'kebenaran', 'kejujuran', 'keadilan', 'kemakmuran', 'demi', 'kebaikan', 'dan', 'kesejahteraan', 'untuk', 'seluruh', 'rakyat', 'indonesia']","['pemimpin', 'negara', 'berjuwang', 'negara', 'rakyat', 'indonesia', 'dukung', 'doakan', 'semoga', 'amanah', 'menegakkan', 'kebenaran', 'kejujuran', 'keadilan', 'kemakmuran', 'kebaikan', 'kesejahteraan', 'rakyat', 'indonesia']",pimpin negara berjuwang negara rakyat indonesia dukung doa moga amanah tegak benar jujur adil makmur baik sejahtera rakyat indonesia
@AlvaroDevanometboki,Nanti kubu sebla bilangnya curang😂😂😂,nanti kubu sebla bilangnya curang,"['nanti', 'kubu', 'sebla', 'bilangnya', 'curang']","['kubu', 'sebla', 'bilangnya', 'curang']",kubu sebla bilang curang
@sardinahsihombing-vr9tj,Selamat atas kemenangan Paslon 02 Pak Prabowo /Gibran...Presiden pilihanku🥰🥰🥰🥰,selamat atas kemenangan paslon pak prabowo gibran presiden pilihanku,"['selamat', 'atas', 'kemenangan', 'paslon', 'pak', 'prabowo', 'gibran', 'presiden', 'pilihanku']","['selamat', 'kemenangan', 'paslon', 'prabowo', 'gibran', 'presiden', 'pilihanku']",selamat menang paslon prabowo gibran presiden pilih
@emiju2928,Terimah aj kekalahan jangan mencari2 kesalahan orng.murni banyak pendukung 02,terimah saja kekalahan jangan mencari2 kesalahan orang murni banyak pendukung,"['terimah', 'saja', 'kekalahan', 'jangan', 'mencari2', 'kesalahan', 'orang', 'murni', 'banyak', 'pendukung']","['terimah', 'kekalahan', 'mencari2', 'kesalahan', 'orang', 'murni', 'pendukung']",terimah kalah mencari2 salah orang murni dukung
@LeniMarlina-ms9gi,Kalah aja byk omong,kalah saja banyak omong,"['kalah', 'saja', 'banyak', 'omong']","['kalah', 'omong']",kalah omong
