Username,Comment,Normalisasi,Tokenization,Stopwords,Stemming
@putraganepo8271,"Fakta masa kampanye tidak terlihat perbedaan signifikan, aneh hasil perhitungan jauh banget 😂😂",fakta masa kampanye tidak terlihat perbedaan signifikan aneh hasil perhitungan jauh banget,"['fakta', 'masa', 'kampanye', 'tidak', 'terlihat', 'perbedaan', 'signifikan', 'aneh', 'hasil', 'perhitungan', 'jauh', 'banget']","['fakta', 'kampanye', 'perbedaan', 'signifikan', 'aneh', 'hasil', 'perhitungan', 'banget']",fakta kampanye beda signifikan aneh hasil hitung banget
@AndreAan-wr8ho,Kami harap jangan lagi putaran ke2 karna kami selalu mendukun nomor 2,kami harap jangan lagi putaran ke2 karena kami selalu mendukun nomor,"['kami', 'harap', 'jangan', 'lagi', 'putaran', 'ke2', 'karena', 'kami', 'selalu', 'mendukun', 'nomor']","['harap', 'putaran', 'ke2', 'mendukun', 'nomor']",harap putar ke2 dukun nomor
@MulyonoVianhisan,"Itu sebagian orang dari 01dan03 yang tidak setuju    ,kenyataanya semua rakyat memilih 02 dua sahabat baik janggan sampai Ada kekisruhan, tetap Jaga kedamaian dan martabat bangsa 🙏",itu sebagian orang dari 01dan03 yang tidak setuju kenyataanya semua rakyat memilih dua sahabat baik janggan sampai ada kekisruhan tetap jaga kedamaian dan martabat bangsa,"['itu', 'sebagian', 'orang', 'dari', '01dan03', 'yang', 'tidak', 'setuju', 'kenyataanya', 'semua', 'rakyat', 'memilih', 'dua', 'sahabat', 'baik', 'janggan', 'sampai', 'ada', 'kekisruhan', 'tetap', 'jaga', 'kedamaian', 'dan', 'martabat', 'bangsa']","['orang', '01dan03', 'setuju', 'kenyataanya', 'rakyat', 'memilih', 'sahabat', 'janggan', 'kekisruhan', 'jaga', 'kedamaian', 'martabat', 'bangsa']",orang 01dan03 tuju kenyataanya rakyat pilih sahabat janggan kisruh jaga damai martabat bangsa
@ade1757,Ada kejanggalan,ada kejanggalan,"['ada', 'kejanggalan']",['kejanggalan'],janggal
@frondesk7134,Turu pasar nek putaran 2 x....ajur wis 01.03 alasan apa pun,turu pasar nek putaran kali ajur wis alasan apa pun,"['turu', 'pasar', 'nek', 'putaran', 'kali', 'ajur', 'wis', 'alasan', 'apa', 'pun']","['turu', 'pasar', 'nek', 'putaran', 'kali', 'ajur', 'wis', 'alasan']",turu pasar nek putar kali ajur wis alas
@ajitabek7299,"Suara ganjar yg digerus polik bansos dan politik 20 PLT , klo suara pemilih anies sdh militan yg gk bs di goyang",suara ganjar yang digerus polik bansos dan politik plt kalau suara pemilih anies sudah militan yang tidak bisa di goyang,"['suara', 'ganjar', 'yang', 'digerus', 'polik', 'bansos', 'dan', 'politik', 'plt', 'kalau', 'suara', 'pemilih', 'anies', 'sudah', 'militan', 'yang', 'tidak', 'bisa', 'di', 'goyang']","['suara', 'ganjar', 'digerus', 'polik', 'bansos', 'politik', 'plt', 'suara', 'pemilih', 'anies', 'militan', 'goyang']",suara ganjar gerus polik bansos politik plt suara pilih anies militan goyang
@putrasumatra9436,Saya ingatkan selalunsama pak PRABOWO ijgn pernah tunduk pada siapapun mau oligarki atau negara manapun bila ada yg berani mengorek ngorek maka singkirkan bungkamkan bila emang sudah benereran menang,saya ingatkan selalunsama pak prabowo ijgn pernah tunduk pada siapapun mau oligarki atau negara manapun bila ada yang berani mengorek ngorek maka singkirkan bungkamkan bila memang sudah benereran menang,"['saya', 'ingatkan', 'selalunsama', 'pak', 'prabowo', 'ijgn', 'pernah', 'tunduk', 'pada', 'siapapun', 'mau', 'oligarki', 'atau', 'negara', 'manapun', 'bila', 'ada', 'yang', 'berani', 'mengorek', 'ngorek', 'maka', 'singkirkan', 'bungkamkan', 'bila', 'memang', 'sudah', 'benereran', 'menang']","['ingatkan', 'selalunsama', 'prabowo', 'ijgn', 'tunduk', 'oligarki', 'negara', 'manapun', 'berani', 'mengorek', 'ngorek', 'singkirkan', 'bungkamkan', 'benereran', 'menang']",ingat selalunsama prabowo ijgn tunduk oligarki negara mana berani korek ngorek singkir bungkam benereran menang
@SaniSwarni,"Smg Pak Prabowo Amanah beliau sangat tangguh berapa kali kalah tdk putus asa smart<br>Walaupun beliau kalah mau merapat ke pemerintah,,berarti beliau benar pejuang yg gigih ingin RI maju sejahtera beraklhaq santun<br>Pantaslah beliau menang kegigihannya bkn kaleng2 jarang lho ada orang sperti pak Prabowo<br>Smg sukses sll. NKRI rakyatnya bisa makmur Aamiin yra😊",semoga pak prabowo amanah beliau sangat tangguh berapa kali kalah tidak putus asa smartwalaupun beliau kalah mau merapat ke pemerintahberarti beliau benar pejuang yang gigih ingin ri maju sejahtera beraklhaq santunpantaslah beliau menang kegigihannya bukan kaleng2 jarang lho ada orang seperti pak prabowosmg sukses selalu nkri rakyatnya bisa makmur amin yra,"['semoga', 'pak', 'prabowo', 'amanah', 'beliau', 'sangat', 'tangguh', 'berapa', 'kali', 'kalah', 'tidak', 'putus', 'asa', 'smartwalaupun', 'beliau', 'kalah', 'mau', 'merapat', 'ke', 'pemerintahberarti', 'beliau', 'benar', 'pejuang', 'yang', 'gigih', 'ingin', 'ri', 'maju', 'sejahtera', 'beraklhaq', 'santunpantaslah', 'beliau', 'menang', 'kegigihannya', 'bukan', 'kaleng2', 'jarang', 'lho', 'ada', 'orang', 'seperti', 'pak', 'prabowosmg', 'sukses', 'selalu', 'nkri', 'rakyatnya', 'bisa', 'makmur', 'amin', 'yra']","['semoga', 'prabowo', 'amanah', 'beliau', 'tangguh', 'kali', 'kalah', 'putus', 'asa', 'smartwalaupun', 'beliau', 'kalah', 'merapat', 'pemerintahberarti', 'beliau', 'pejuang', 'gigih', 'ri', 'maju', 'sejahtera', 'beraklhaq', 'santunpantaslah', 'beliau', 'menang', 'kegigihannya', 'kaleng2', 'jarang', 'lho', 'orang', 'prabowosmg', 'sukses', 'nkri', 'rakyatnya', 'makmur', 'amin', 'yra']",moga prabowo amanah beliau tangguh kali kalah putus asa smartwalaupun beliau kalah rapat pemerintahberarti beliau juang gigih ri maju sejahtera beraklhaq santunpantaslah beliau menang gigih kaleng2 jarang lho orang prabowosmg sukses nkri rakyat makmur amin yra
@ajisadatul1217,"Saya saksi ganjar mahfud,,di tps&quot; lain kalah jauh sama prabowo",saya saksi ganjar mahfuddi tps lain kalah jauh sama prabowo,"['saya', 'saksi', 'ganjar', 'mahfuddi', 'tps', 'lain', 'kalah', 'jauh', 'sama', 'prabowo']","['saksi', 'ganjar', 'mahfuddi', 'tps', 'kalah', 'prabowo']",saksi ganjar mahfuddi tps kalah prabowo
@DarmanSudarman-ke7qp,Bagus lah kalo ada minta maaf.👍🏼,bagus lah kalau ada meminta maaf,"['bagus', 'lah', 'kalau', 'ada', 'meminta', 'maaf']","['bagus', 'maaf']",bagus maaf
@melyanasie696,"01 dan 03, jangan suka mainkan kami sebagai rakyat. Kami sudah memilih, jangan kalian rusak pakai alasan apapun. Hargai pilihan kami sebagai rakyat Indonesia.",dan jangan suka mainkan kami sebagai rakyat kami sudah memilih jangan kalian rusak pakai alasan apapun hargai pilihan kami sebagai rakyat indonesia,"['dan', 'jangan', 'suka', 'mainkan', 'kami', 'sebagai', 'rakyat', 'kami', 'sudah', 'memilih', 'jangan', 'kalian', 'rusak', 'pakai', 'alasan', 'apapun', 'hargai', 'pilihan', 'kami', 'sebagai', 'rakyat', 'indonesia']","['suka', 'mainkan', 'rakyat', 'memilih', 'rusak', 'pakai', 'alasan', 'apapun', 'hargai', 'pilihan', 'rakyat', 'indonesia']",suka main rakyat pilih rusak pakai alas apa harga pilih rakyat indonesia
@nurrokhim7377,"Quick count sama dengan survei, seperti setingan sebelum coblosan",quick count sama dengan survei seperti setingan sebelum coblosan,"['quick', 'count', 'sama', 'dengan', 'survei', 'seperti', 'setingan', 'sebelum', 'coblosan']","['quick', 'count', 'survei', 'setingan', 'coblosan']",quick count survei ting coblos
@MrBlack-ek7xr,"Yang menang jangan bangga dan yang kalah jangan menuduh bahwa ini ada ke curangan . Kita sebagai masyarakat harus legowo , dan mari junjung persatuan , walaupun saya pendukung Prabowo Gibran dan rakyat sudah tau mana yang kampanye suka koar2  dan sering ngibul . Dan ingat waktu debat 01 dan 03 besepakat menyerang , sedangkan giliran 02 menyerang di bilang tidak beretika. Salam persatuan",yang menang jangan bangga dan yang kalah jangan menuduh bahwa ini ada ke curangan kita sebagai masyarakat harus legowo dan mari junjung persatuan walaupun saya pendukung prabowo gibran dan rakyat sudah tau mana yang kampanye suka koar2 dan sering ngibul dan ingat waktu debat dan besepakat menyerang sedangkan giliran menyerang di bilang tidak beretika salam persatuan,"['yang', 'menang', 'jangan', 'bangga', 'dan', 'yang', 'kalah', 'jangan', 'menuduh', 'bahwa', 'ini', 'ada', 'ke', 'curangan', 'kita', 'sebagai', 'masyarakat', 'harus', 'legowo', 'dan', 'mari', 'junjung', 'persatuan', 'walaupun', 'saya', 'pendukung', 'prabowo', 'gibran', 'dan', 'rakyat', 'sudah', 'tau', 'mana', 'yang', 'kampanye', 'suka', 'koar2', 'dan', 'sering', 'ngibul', 'dan', 'ingat', 'waktu', 'debat', 'dan', 'besepakat', 'menyerang', 'sedangkan', 'giliran', 'menyerang', 'di', 'bilang', 'tidak', 'beretika', 'salam', 'persatuan']","['menang', 'bangga', 'kalah', 'menuduh', 'curangan', 'masyarakat', 'legowo', 'mari', 'junjung', 'persatuan', 'pendukung', 'prabowo', 'gibran', 'rakyat', 'tau', 'kampanye', 'suka', 'koar2', 'ngibul', 'debat', 'besepakat', 'menyerang', 'giliran', 'menyerang', 'bilang', 'beretika', 'salam', 'persatuan']",menang bangga kalah tuduh curang masyarakat legowo mari junjung satu dukung prabowo gibran rakyat tau kampanye suka koar2 ngibul debat besepakat serang gilir serang bilang etika salam satu
@piahriky488,Alhamdulillah. Prabowo Gibran menang ✌️💙💙✌️💙💙✌️💙💙🫰🇮🇩 Bsa mneruskn  pembangunannya.  Pk Jokowi 🫰,alhamdulillah prabowo gibran menang bisa mneruskn pembangunannya pakai jokowi,"['alhamdulillah', 'prabowo', 'gibran', 'menang', 'bisa', 'mneruskn', 'pembangunannya', 'pakai', 'jokowi']","['alhamdulillah', 'prabowo', 'gibran', 'menang', 'mneruskn', 'pembangunannya', 'pakai', 'jokowi']",alhamdulillah prabowo gibran menang mneruskn bangun pakai jokowi
@anangwinarko156,Rakyat udah pada pinter siapa yg harus JD pemimpin,rakyat sudah pada pintar siapa yang harus jadi pemimpin,"['rakyat', 'sudah', 'pada', 'pintar', 'siapa', 'yang', 'harus', 'jadi', 'pemimpin']","['rakyat', 'pintar', 'pemimpin']",rakyat pintar pimpin
@ajisadatul1217,"Timses prabawo dan jokowi sudah mencapai 50% lebih,,kalau di gabung ya jelas menang lah..",timses prabawo dan jokowi sudah mencapai lebihkalau di gabung ya jelas menang lah,"['timses', 'prabawo', 'dan', 'jokowi', 'sudah', 'mencapai', 'lebihkalau', 'di', 'gabung', 'ya', 'jelas', 'menang', 'lah']","['timses', 'prabawo', 'jokowi', 'mencapai', 'lebihkalau', 'gabung', 'menang']",timses prabawo jokowi capai lebihkalau gabung menang
@runiwahyuni6861,02 kalimantan,kalimantan,['kalimantan'],['kalimantan'],kalimantan
@projectsArtDecofun,Kandang banteng di obrak Abrik oleh Paslon 02 dipilpes 2024 .... Khusus Jawa Tengah &amp; Bali ada apa dengan ini .... pak Bambang pacul bisa kah di jelaskan....,kandang banteng di obrak abrik oleh paslon dipilpes khusus jawa tengah bali ada apa dengan ini pak bambang pacul bisa kah di jelaskan,"['kandang', 'banteng', 'di', 'obrak', 'abrik', 'oleh', 'paslon', 'dipilpes', 'khusus', 'jawa', 'tengah', 'bali', 'ada', 'apa', 'dengan', 'ini', 'pak', 'bambang', 'pacul', 'bisa', 'kah', 'di', 'jelaskan']","['kandang', 'banteng', 'obrak', 'abrik', 'paslon', 'dipilpes', 'khusus', 'jawa', 'bali', 'bambang', 'pacul', 'kah']",kandang banteng obrak abrik paslon dipilpes khusus jawa bal bambang pacul kah
@ImranDjafar-w6k,Pasangan 01 dan 03 udah keok tapi belum puas jga menerima kekalahan terus menciptakan narasi kecurangan,pasangan dan sudah keok tapi belum puas juga menerima kekalahan terus menciptakan narasi kecurangan,"['pasangan', 'dan', 'sudah', 'keok', 'tapi', 'belum', 'puas', 'juga', 'menerima', 'kekalahan', 'terus', 'menciptakan', 'narasi', 'kecurangan']","['pasangan', 'keok', 'puas', 'menerima', 'kekalahan', 'menciptakan', 'narasi', 'kecurangan']",pasang keok puas terima kalah cipta narasi curang
@kusumaadi6221,ya surya omongan mu  terlalu ngacau .....kalah ya kalah .....ambil air wudhu sana biar sadar,ya surya omongan mu terlalu ngacau kalah ya kalah ambil air wudhu sana biar sadar,"['ya', 'surya', 'omongan', 'mu', 'terlalu', 'ngacau', 'kalah', 'ya', 'kalah', 'ambil', 'air', 'wudhu', 'sana', 'biar', 'sadar']","['surya', 'omongan', 'mu', 'ngacau', 'kalah', 'kalah', 'ambil', 'air', 'wudhu', 'biar', 'sadar']",surya omong mu ngacau kalah kalah ambil air wudhu biar sadar
@FawazAzka-hi3mz,Pak jokowi sehat selalu,pak jokowi sehat selalu,"['pak', 'jokowi', 'sehat', 'selalu']","['jokowi', 'sehat']",jokowi sehat
@dapoerkunir9718,01 menghibur diri sendiri...kalau kalah mau buat kisruh...,menghibur diri sendiri kalau kalah mau buat kisruh,"['menghibur', 'diri', 'sendiri', 'kalau', 'kalah', 'mau', 'buat', 'kisruh']","['menghibur', 'kalah', 'kisruh']",hibur kalah kisruh
@CrabHunter-v6v,"Kalau tidak percaya proses pemilihan umum, ngapain ikut pemilu.kalah ya kalah aja",kalau tidak percaya proses pemilihan umum mengapai ikut pemilu kalah ya kalah saja,"['kalau', 'tidak', 'percaya', 'proses', 'pemilihan', 'umum', 'mengapai', 'ikut', 'pemilu', 'kalah', 'ya', 'kalah', 'saja']","['percaya', 'proses', 'pemilihan', 'mengapai', 'pemilu', 'kalah', 'kalah']",percaya proses pilih kapai milu kalah kalah
@antoniusadiatusdiaz4729,Akuhin saja kalau kalah,akuhin saja kalau kalah,"['akuhin', 'saja', 'kalau', 'kalah']","['akuhin', 'kalah']",akuhin kalah
@BagolMaulana-e9l,"Kalah kalah aja..,ga usah bnyk omong😊😊😊",kalah kalah saja tidak usah banyak omong,"['kalah', 'kalah', 'saja', 'tidak', 'usah', 'banyak', 'omong']","['kalah', 'kalah', 'omong']",kalah kalah omong
@RedmiNote-tn5lq,"Biasa yang kalah pasti omonganya kayak dulu,tapi tetep menang Prabowo",biasa yang kalah pasti omonganya kayak dulutapi tetap menang prabowo,"['biasa', 'yang', 'kalah', 'pasti', 'omonganya', 'kayak', 'dulutapi', 'tetap', 'menang', 'prabowo']","['kalah', 'omonganya', 'kayak', 'dulutapi', 'menang', 'prabowo']",kalah omonganya kayak dulutapi menang prabowo
@UseeeNameee,Sakit nya tuh disini 😂😂😂😂,sakit ya tuh disini,"['sakit', 'ya', 'tuh', 'disini']","['sakit', 'tuh']",sakit tuh
@ThamrinCity-u9x,"Kemenangan ini tdk masuk akal, karna banyak kejanggalan yg terjadi",kemenangan ini tidak masuk akal karena banyak kejanggalan yang terjadi,"['kemenangan', 'ini', 'tidak', 'masuk', 'akal', 'karena', 'banyak', 'kejanggalan', 'yang', 'terjadi']","['kemenangan', 'masuk', 'akal', 'kejanggalan']",menang masuk akal janggal
@iyanDilyan,16% ga naek naek amazing,tidak naik naik amazing,"['tidak', 'naik', 'naik', 'amazing']",['amazing'],amazing
@rivatriani6413,"Demokrasi itu yg kaya gimana sih??<br>Menghargai hak setiap rakyat Indonesia bukan?<br>Apakah dengan kami rakyat Indonesia yang memilih 02 tidak punya hak suara?<br>Apakah kami tidak demokrasi krn memilih 02?<br>Bukan kah Demokrasi itu dari rakyat,oleh rakyat dan untuk rakyat?<br>Jd kami harus memiih sesuai maunya anda²/mahasiswa/guru besar?<br>Semoga Prabowo-Gibran Menang",demokrasi itu yang kayak bagaimana sihmenghargai hak setiap rakyat indonesia bukanapakah dengan kami rakyat indonesia yang memilih tidak punya hak suaraapakah kami tidak demokrasi karena memilih bukan kah demokrasi itu dari rakyatoleh rakyat dan untuk rakyatjd kami harus memiih sesuai maunya andamahasiswaguru besarsemoga prabowogibran menang,"['demokrasi', 'itu', 'yang', 'kayak', 'bagaimana', 'sihmenghargai', 'hak', 'setiap', 'rakyat', 'indonesia', 'bukanapakah', 'dengan', 'kami', 'rakyat', 'indonesia', 'yang', 'memilih', 'tidak', 'punya', 'hak', 'suaraapakah', 'kami', 'tidak', 'demokrasi', 'karena', 'memilih', 'bukan', 'kah', 'demokrasi', 'itu', 'dari', 'rakyatoleh', 'rakyat', 'dan', 'untuk', 'rakyatjd', 'kami', 'harus', 'memiih', 'sesuai', 'maunya', 'andamahasiswaguru', 'besarsemoga', 'prabowogibran', 'menang']","['demokrasi', 'kayak', 'sihmenghargai', 'hak', 'rakyat', 'indonesia', 'bukanapakah', 'rakyat', 'indonesia', 'memilih', 'hak', 'suaraapakah', 'demokrasi', 'memilih', 'kah', 'demokrasi', 'rakyatoleh', 'rakyat', 'rakyatjd', 'memiih', 'sesuai', 'maunya', 'andamahasiswaguru', 'besarsemoga', 'prabowogibran', 'menang']",demokrasi kayak sihmenghargai hak rakyat indonesia bukanapakah rakyat indonesia pilih hak suaraapakah demokrasi pilih kah demokrasi rakyatoleh rakyat rakyatjd memiih sesuai mau andamahasiswaguru besarsemoga prabowogibran menang
@companyperformancepitstudi4144,"Selamat yak 02, semoga visi misi nya makin jelas😊😊😊",selamat ya semoga visi misi ya makin jelas,"['selamat', 'ya', 'semoga', 'visi', 'misi', 'ya', 'makin', 'jelas']","['selamat', 'semoga', 'visi', 'misi']",selamat moga visi misi
@srirukanah,Knapa klo d pihak kalah koq gak percaya dgn itungan cpet quick count???,knapa kalau di pihak kalah kok tidak percaya dengan hitungan cepat quick count,"['knapa', 'kalau', 'di', 'pihak', 'kalah', 'kok', 'tidak', 'percaya', 'dengan', 'hitungan', 'cepat', 'quick', 'count']","['knapa', 'kalah', 'percaya', 'hitungan', 'cepat', 'quick', 'count']",knapa kalah percaya hitung cepat quick count
