Timestamp,Username,VideoID,Comment,Date
2024-02-18T22:45:07Z,@novafarne7252,Ua21uPr1eRc,"Yg menang merayakan, yg kalah menjelaskan",2024-02-18T22:45:07Z
2024-02-18T22:24:10Z,@watynorhayaty2670,Ua21uPr1eRc,Ttp amin ☝️🤲🏻❤,2024-02-18T22:24:10Z
2024-02-18T22:09:35Z,@Marthen-yh2su,Ua21uPr1eRc,"KALAU ADA SURAT SUARA YG SUDAH TERCOBLOS APAKAH ITU DIHITUNG OLEH KPPS, TENTUKAN TIDAK DIHITUNG, SEDANGKAN TERCOBLOS LEBIH DARI SATU CALEG KAN DIBATALKAN.",2024-02-18T22:09:35Z
2024-02-18T21:55:06Z,@sahroni7961,Ua21uPr1eRc,Mna suara Ny 01 03  sy MH 02,2024-02-18T21:55:06Z
2024-02-18T21:44:47Z,@UjangRusbani-n7d,Ua21uPr1eRc,"Ini orang anak PKI tidak mau mengala PKI gaya baru,pikiran nya mau bikin gadu dan mau bikin ribut",2024-02-18T21:44:47Z
2024-02-18T21:27:20Z,@bapaktbhanafih2896,Ua21uPr1eRc,Konten sampah hoax hoax hoax hoax hoax hoax hoax hoax hoax hoax hoax hoax,2024-02-18T21:27:20Z
2024-02-18T18:59:47Z,@PinaSih-hh4lm,Ua21uPr1eRc,Maaf saya rakyat kecil nrarik Mentri jangan dari musuh  jaga nama baik  Prabowo gibran,2024-02-18T18:59:47Z
2024-02-18T18:18:43Z,@Yaasiin.aburaas,Ua21uPr1eRc,HARGEYSA,2024-02-18T18:18:43Z
2024-02-18T18:18:21Z,@Yaasiin.aburaas,Ua21uPr1eRc,Ok,2024-02-18T18:18:21Z
2024-02-18T17:28:40Z,@EdiYahoo-qq5hm,Ua21uPr1eRc,"Ngak ada mendisik ii kerso, Prabowo memang menang tlak, dia memang berpihak ke masyarakat",2024-02-18T17:28:40Z
2024-02-18T17:25:38Z,@EdiYahoo-qq5hm,Ua21uPr1eRc,"Semoga lapang dada, karna kemenangan pak Prabowo, itu kehendak masyarakat, yg memilih rakyat Indonesia,",2024-02-18T17:25:38Z
2024-02-18T17:05:43Z,@LanaMulana-y8t,Ua21uPr1eRc,Aku tiap pilihan presiden gak pernah milih lain milik Prabowo,2024-02-18T17:05:43Z
2024-02-18T16:20:49Z,@ArioSunaryo-h7i,Ua21uPr1eRc,Semoga pa Prabowo selalu sehat sepanjang menjadi pemimpin.Prabowo menang Rakyat senang.😂🙏,2024-02-18T16:20:49Z
2024-02-18T16:02:44Z,@rumiatitukiyo7935,Ua21uPr1eRc,"Sudah saya ramalkan dengan hasil survey2  berdasarkan hasil di jatim 70% an dan jateng 50%an...Prabowo Gibran dari hasil survey disimpulkan 2 propinsi sebagai kunci keberhasilan 50%+70% = 120% : 2 = 60% an untuk pasangan PRABOWO GIBRAN.,🙏💪🏽👍",2024-02-18T16:02:44Z
